nepali_date,english_date,n_month,n_year
2069-10-21,2013-02-03,magh,2069
2069-10-22,2013-02-04,magh,2069
2069-10-23,2013-02-05,magh,2069
2069-10-24,2013-02-06,magh,2069
2069-10-25,2013-02-07,magh,2069
2069-10-26,2013-02-08,magh,2069
2069-10-27,2013-02-09,magh,2069
2069-10-28,2013-02-10,magh,2069
2069-10-29,2013-02-11,magh,2069
2069-11-01,2013-02-12,falgun,2069
2069-11-02,2013-02-13,falgun,2069
2069-11-03,2013-02-14,falgun,2069
2069-11-04,2013-02-15,falgun,2069
2069-11-05,2013-02-16,falgun,2069
2069-11-06,2013-02-17,falgun,2069
2069-11-07,2013-02-18,falgun,2069
2069-11-08,2013-02-19,falgun,2069
2069-11-09,2013-02-20,falgun,2069
2069-11-10,2013-02-21,falgun,2069
2069-11-11,2013-02-22,falgun,2069
2069-11-12,2013-02-23,falgun,2069
2069-11-13,2013-02-24,falgun,2069
2069-11-14,2013-02-25,falgun,2069
2069-11-15,2013-02-26,falgun,2069
2069-11-16,2013-02-27,falgun,2069
2069-11-17,2013-02-28,falgun,2069
2069-11-18,2013-03-01,falgun,2069
2069-11-19,2013-03-02,falgun,2069
2069-11-20,2013-03-03,falgun,2069
2069-11-21,2013-03-04,falgun,2069
2069-11-22,2013-03-05,falgun,2069
2069-11-23,2013-03-06,falgun,2069
2069-11-24,2013-03-07,falgun,2069
2069-11-25,2013-03-08,falgun,2069
2069-11-26,2013-03-09,falgun,2069
2069-11-27,2013-03-10,falgun,2069
2069-11-28,2013-03-11,falgun,2069
2069-11-29,2013-03-12,falgun,2069
2069-11-30,2013-03-13,falgun,2069
2069-12-01,2013-03-14,chaitra,2069
2069-12-02,2013-03-15,chaitra,2069
2069-12-03,2013-03-16,chaitra,2069
2069-12-04,2013-03-17,chaitra,2069
2069-12-05,2013-03-18,chaitra,2069
2069-12-06,2013-03-19,chaitra,2069
2069-12-07,2013-03-20,chaitra,2069
2069-12-08,2013-03-21,chaitra,2069
2069-12-09,2013-03-22,chaitra,2069
2069-12-10,2013-03-23,chaitra,2069
2069-12-11,2013-03-24,chaitra,2069
2069-12-12,2013-03-25,chaitra,2069
2069-12-13,2013-03-26,chaitra,2069
2069-12-14,2013-03-27,chaitra,2069
2069-12-15,2013-03-28,chaitra,2069
2069-12-16,2013-03-29,chaitra,2069
2069-12-17,2013-03-30,chaitra,2069
2069-12-18,2013-03-31,chaitra,2069
2069-12-19,2013-04-01,chaitra,2069
2069-12-20,2013-04-02,chaitra,2069
2069-12-21,2013-04-03,chaitra,2069
2069-12-22,2013-04-04,chaitra,2069
2069-12-23,2013-04-05,chaitra,2069
2069-12-24,2013-04-06,chaitra,2069
2069-12-25,2013-04-07,chaitra,2069
2069-12-26,2013-04-08,chaitra,2069
2069-12-27,2013-04-09,chaitra,2069
2069-12-28,2013-04-10,chaitra,2069
2069-12-29,2013-04-11,chaitra,2069
2069-12-30,2013-04-12,chaitra,2069
2069-12-31,2013-04-13,chaitra,2069
2070-01-01,2013-04-14,baisakh,2070
2070-01-02,2013-04-15,baisakh,2070
2070-01-03,2013-04-16,baisakh,2070
2070-01-04,2013-04-17,baisakh,2070
2070-01-05,2013-04-18,baisakh,2070
2070-01-06,2013-04-19,baisakh,2070
2070-01-07,2013-04-20,baisakh,2070
2070-01-08,2013-04-21,baisakh,2070
2070-01-09,2013-04-22,baisakh,2070
2070-01-10,2013-04-23,baisakh,2070
2070-01-11,2013-04-24,baisakh,2070
2070-01-12,2013-04-25,baisakh,2070
2070-01-13,2013-04-26,baisakh,2070
2070-01-14,2013-04-27,baisakh,2070
2070-01-15,2013-04-28,baisakh,2070
2070-01-16,2013-04-29,baisakh,2070
2070-01-17,2013-04-30,baisakh,2070
2070-01-18,2013-05-01,baisakh,2070
2070-01-19,2013-05-02,baisakh,2070
2070-01-20,2013-05-03,baisakh,2070
2070-01-21,2013-05-04,baisakh,2070
2070-01-22,2013-05-05,baisakh,2070
2070-01-23,2013-05-06,baisakh,2070
2070-01-24,2013-05-07,baisakh,2070
2070-01-25,2013-05-08,baisakh,2070
2070-01-26,2013-05-09,baisakh,2070
2070-01-27,2013-05-10,baisakh,2070
2070-01-28,2013-05-11,baisakh,2070
2070-01-29,2013-05-12,baisakh,2070
2070-01-30,2013-05-13,baisakh,2070
2070-01-31,2013-05-14,baisakh,2070
2070-02-01,2013-05-15,jestha,2070
2070-02-02,2013-05-16,jestha,2070
2070-02-03,2013-05-17,jestha,2070
2070-02-04,2013-05-18,jestha,2070
2070-02-05,2013-05-19,jestha,2070
2070-02-06,2013-05-20,jestha,2070
2070-02-07,2013-05-21,jestha,2070
2070-02-08,2013-05-22,jestha,2070
2070-02-09,2013-05-23,jestha,2070
2070-02-10,2013-05-24,jestha,2070
2070-02-11,2013-05-25,jestha,2070
2070-02-12,2013-05-26,jestha,2070
2070-02-13,2013-05-27,jestha,2070
2070-02-14,2013-05-28,jestha,2070
2070-02-15,2013-05-29,jestha,2070
2070-02-16,2013-05-30,jestha,2070
2070-02-17,2013-05-31,jestha,2070
2070-02-18,2013-06-01,jestha,2070
2070-02-19,2013-06-02,jestha,2070
2070-02-20,2013-06-03,jestha,2070
2070-02-21,2013-06-04,jestha,2070
2070-02-22,2013-06-05,jestha,2070
2070-02-23,2013-06-06,jestha,2070
2070-02-24,2013-06-07,jestha,2070
2070-02-25,2013-06-08,jestha,2070
2070-02-26,2013-06-09,jestha,2070
2070-02-27,2013-06-10,jestha,2070
2070-02-28,2013-06-11,jestha,2070
2070-02-29,2013-06-12,jestha,2070
2070-02-30,2013-06-13,jestha,2070
2070-02-31,2013-06-14,jestha,2070
2070-03-01,2013-06-15,ashar,2070
2070-03-02,2013-06-16,ashar,2070
2070-03-03,2013-06-17,ashar,2070
2070-03-04,2013-06-18,ashar,2070
2070-03-05,2013-06-19,ashar,2070
2070-03-06,2013-06-20,ashar,2070
2070-03-07,2013-06-21,ashar,2070
2070-03-08,2013-06-22,ashar,2070
2070-03-09,2013-06-23,ashar,2070
2070-03-10,2013-06-24,ashar,2070
2070-03-11,2013-06-25,ashar,2070
2070-03-12,2013-06-26,ashar,2070
2070-03-13,2013-06-27,ashar,2070
2070-03-14,2013-06-28,ashar,2070
2070-03-15,2013-06-29,ashar,2070
2070-03-16,2013-06-30,ashar,2070
2070-03-17,2013-07-01,ashar,2070
2070-03-18,2013-07-02,ashar,2070
2070-03-19,2013-07-03,ashar,2070
2070-03-20,2013-07-04,ashar,2070
2070-03-21,2013-07-05,ashar,2070
2070-03-22,2013-07-06,ashar,2070
2070-03-23,2013-07-07,ashar,2070
2070-03-24,2013-07-08,ashar,2070
2070-03-25,2013-07-09,ashar,2070
2070-03-26,2013-07-10,ashar,2070
2070-03-27,2013-07-11,ashar,2070
2070-03-28,2013-07-12,ashar,2070
2070-03-29,2013-07-13,ashar,2070
2070-03-30,2013-07-14,ashar,2070
2070-03-31,2013-07-15,ashar,2070
2070-04-01,2013-07-16,shrawan,2070
2070-04-02,2013-07-17,shrawan,2070
2070-04-03,2013-07-18,shrawan,2070
2070-04-04,2013-07-19,shrawan,2070
2070-04-05,2013-07-20,shrawan,2070
2070-04-06,2013-07-21,shrawan,2070
2070-04-07,2013-07-22,shrawan,2070
2070-04-08,2013-07-23,shrawan,2070
2070-04-09,2013-07-24,shrawan,2070
2070-04-10,2013-07-25,shrawan,2070
2070-04-11,2013-07-26,shrawan,2070
2070-04-12,2013-07-27,shrawan,2070
2070-04-13,2013-07-28,shrawan,2070
2070-04-14,2013-07-29,shrawan,2070
2070-04-15,2013-07-30,shrawan,2070
2070-04-16,2013-07-31,shrawan,2070
2070-04-17,2013-08-01,shrawan,2070
2070-04-18,2013-08-02,shrawan,2070
2070-04-19,2013-08-03,shrawan,2070
2070-04-20,2013-08-04,shrawan,2070
2070-04-21,2013-08-05,shrawan,2070
2070-04-22,2013-08-06,shrawan,2070
2070-04-23,2013-08-07,shrawan,2070
2070-04-24,2013-08-08,shrawan,2070
2070-04-25,2013-08-09,shrawan,2070
2070-04-26,2013-08-10,shrawan,2070
2070-04-27,2013-08-11,shrawan,2070
2070-04-28,2013-08-12,shrawan,2070
2070-04-29,2013-08-13,shrawan,2070
2070-04-30,2013-08-14,shrawan,2070
2070-04-31,2013-08-15,shrawan,2070
2070-04-32,2013-08-16,shrawan,2070
2070-05-01,2013-08-17,bhadra,2070
2070-05-02,2013-08-18,bhadra,2070
2070-05-03,2013-08-19,bhadra,2070
2070-05-04,2013-08-20,bhadra,2070
2070-05-05,2013-08-21,bhadra,2070
2070-05-06,2013-08-22,bhadra,2070
2070-05-07,2013-08-23,bhadra,2070
2070-05-08,2013-08-24,bhadra,2070
2070-05-09,2013-08-25,bhadra,2070
2070-05-10,2013-08-26,bhadra,2070
2070-05-11,2013-08-27,bhadra,2070
2070-05-12,2013-08-28,bhadra,2070
2070-05-13,2013-08-29,bhadra,2070
2070-05-14,2013-08-30,bhadra,2070
2070-05-15,2013-08-31,bhadra,2070
2070-05-16,2013-09-01,bhadra,2070
2070-05-17,2013-09-02,bhadra,2070
2070-05-18,2013-09-03,bhadra,2070
2070-05-19,2013-09-04,bhadra,2070
2070-05-20,2013-09-05,bhadra,2070
2070-05-21,2013-09-06,bhadra,2070
2070-05-22,2013-09-07,bhadra,2070
2070-05-23,2013-09-08,bhadra,2070
2070-05-24,2013-09-09,bhadra,2070
2070-05-25,2013-09-10,bhadra,2070
2070-05-26,2013-09-11,bhadra,2070
2070-05-27,2013-09-12,bhadra,2070
2070-05-28,2013-09-13,bhadra,2070
2070-05-29,2013-09-14,bhadra,2070
2070-05-30,2013-09-15,bhadra,2070
2070-05-31,2013-09-16,bhadra,2070
2070-06-01,2013-09-17,ashoj,2070
2070-06-02,2013-09-18,ashoj,2070
2070-06-03,2013-09-19,ashoj,2070
2070-06-04,2013-09-20,ashoj,2070
2070-06-05,2013-09-21,ashoj,2070
2070-06-06,2013-09-22,ashoj,2070
2070-06-07,2013-09-23,ashoj,2070
2070-06-08,2013-09-24,ashoj,2070
2070-06-09,2013-09-25,ashoj,2070
2070-06-10,2013-09-26,ashoj,2070
2070-06-11,2013-09-27,ashoj,2070
2070-06-12,2013-09-28,ashoj,2070
2070-06-13,2013-09-29,ashoj,2070
2070-06-14,2013-09-30,ashoj,2070
2070-06-15,2013-10-01,ashoj,2070
2070-06-16,2013-10-02,ashoj,2070
2070-06-17,2013-10-03,ashoj,2070
2070-06-18,2013-10-04,ashoj,2070
2070-06-19,2013-10-05,ashoj,2070
2070-06-20,2013-10-06,ashoj,2070
2070-06-21,2013-10-07,ashoj,2070
2070-06-22,2013-10-08,ashoj,2070
2070-06-23,2013-10-09,ashoj,2070
2070-06-24,2013-10-10,ashoj,2070
2070-06-25,2013-10-11,ashoj,2070
2070-06-26,2013-10-12,ashoj,2070
2070-06-27,2013-10-13,ashoj,2070
2070-06-28,2013-10-14,ashoj,2070
2070-06-29,2013-10-15,ashoj,2070
2070-06-30,2013-10-16,ashoj,2070
2070-06-31,2013-10-17,ashoj,2070
2070-07-01,2013-10-18,kartik,2070
2070-07-02,2013-10-19,kartik,2070
2070-07-03,2013-10-20,kartik,2070
2070-07-04,2013-10-21,kartik,2070
2070-07-05,2013-10-22,kartik,2070
2070-07-06,2013-10-23,kartik,2070
2070-07-07,2013-10-24,kartik,2070
2070-07-08,2013-10-25,kartik,2070
2070-07-09,2013-10-26,kartik,2070
2070-07-10,2013-10-27,kartik,2070
2070-07-11,2013-10-28,kartik,2070
2070-07-12,2013-10-29,kartik,2070
2070-07-13,2013-10-30,kartik,2070
2070-07-14,2013-10-31,kartik,2070
2070-07-15,2013-11-01,kartik,2070
2070-07-16,2013-11-02,kartik,2070
2070-07-17,2013-11-03,kartik,2070
2070-07-18,2013-11-04,kartik,2070
2070-07-19,2013-11-05,kartik,2070
2070-07-20,2013-11-06,kartik,2070
2070-07-21,2013-11-07,kartik,2070
2070-07-22,2013-11-08,kartik,2070
2070-07-23,2013-11-09,kartik,2070
2070-07-24,2013-11-10,kartik,2070
2070-07-25,2013-11-11,kartik,2070
2070-07-26,2013-11-12,kartik,2070
2070-07-27,2013-11-13,kartik,2070
2070-07-28,2013-11-14,kartik,2070
2070-07-29,2013-11-15,kartik,2070
2070-08-01,2013-11-16,mangsir,2070
2070-08-02,2013-11-17,mangsir,2070
2070-08-03,2013-11-18,mangsir,2070
2070-08-04,2013-11-19,mangsir,2070
2070-08-05,2013-11-20,mangsir,2070
2070-08-06,2013-11-21,mangsir,2070
2070-08-07,2013-11-22,mangsir,2070
2070-08-08,2013-11-23,mangsir,2070
2070-08-09,2013-11-24,mangsir,2070
2070-08-10,2013-11-25,mangsir,2070
2070-08-11,2013-11-26,mangsir,2070
2070-08-12,2013-11-27,mangsir,2070
2070-08-13,2013-11-28,mangsir,2070
2070-08-14,2013-11-29,mangsir,2070
2070-08-15,2013-11-30,mangsir,2070
2070-08-16,2013-12-01,mangsir,2070
2070-08-17,2013-12-02,mangsir,2070
2070-08-18,2013-12-03,mangsir,2070
2070-08-19,2013-12-04,mangsir,2070
2070-08-20,2013-12-05,mangsir,2070
2070-08-21,2013-12-06,mangsir,2070
2070-08-22,2013-12-07,mangsir,2070
2070-08-23,2013-12-08,mangsir,2070
2070-08-24,2013-12-09,mangsir,2070
2070-08-25,2013-12-10,mangsir,2070
2070-08-26,2013-12-11,mangsir,2070
2070-08-27,2013-12-12,mangsir,2070
2070-08-28,2013-12-13,mangsir,2070
2070-08-29,2013-12-14,mangsir,2070
2070-08-30,2013-12-15,mangsir,2070
2070-09-01,2013-12-16,poush,2070
2070-09-02,2013-12-17,poush,2070
2070-09-03,2013-12-18,poush,2070
2070-09-04,2013-12-19,poush,2070
2070-09-05,2013-12-20,poush,2070
2070-09-06,2013-12-21,poush,2070
2070-09-07,2013-12-22,poush,2070
2070-09-08,2013-12-23,poush,2070
2070-09-09,2013-12-24,poush,2070
2070-09-10,2013-12-25,poush,2070
2070-09-11,2013-12-26,poush,2070
2070-09-12,2013-12-27,poush,2070
2070-09-13,2013-12-28,poush,2070
2070-09-14,2013-12-29,poush,2070
2070-09-15,2013-12-30,poush,2070
2070-09-16,2013-12-31,poush,2070
2070-09-17,2014-01-01,poush,2070
2070-09-18,2014-01-02,poush,2070
2070-09-19,2014-01-03,poush,2070
2070-09-20,2014-01-04,poush,2070
2070-09-21,2014-01-05,poush,2070
2070-09-22,2014-01-06,poush,2070
2070-09-23,2014-01-07,poush,2070
2070-09-24,2014-01-08,poush,2070
2070-09-25,2014-01-09,poush,2070
2070-09-26,2014-01-10,poush,2070
2070-09-27,2014-01-11,poush,2070
2070-09-28,2014-01-12,poush,2070
2070-09-29,2014-01-13,poush,2070
2070-09-30,2014-01-14,poush,2070
2070-10-01,2014-01-15,magh,2070
2070-10-02,2014-01-16,magh,2070
2070-10-03,2014-01-17,magh,2070
2070-10-04,2014-01-18,magh,2070
2070-10-05,2014-01-19,magh,2070
2070-10-06,2014-01-20,magh,2070
2070-10-07,2014-01-21,magh,2070
2070-10-08,2014-01-22,magh,2070
2070-10-09,2014-01-23,magh,2070
2070-10-10,2014-01-24,magh,2070
2070-10-11,2014-01-25,magh,2070
2070-10-12,2014-01-26,magh,2070
2070-10-13,2014-01-27,magh,2070
2070-10-14,2014-01-28,magh,2070
2070-10-15,2014-01-29,magh,2070
2070-10-16,2014-01-30,magh,2070
2070-10-17,2014-01-31,magh,2070
2070-10-18,2014-02-01,magh,2070
2070-10-19,2014-02-02,magh,2070
2070-10-20,2014-02-03,magh,2070
2070-10-21,2014-02-04,magh,2070
2070-10-22,2014-02-05,magh,2070
2070-10-23,2014-02-06,magh,2070
2070-10-24,2014-02-07,magh,2070
2070-10-25,2014-02-08,magh,2070
2070-10-26,2014-02-09,magh,2070
2070-10-27,2014-02-10,magh,2070
2070-10-28,2014-02-11,magh,2070
2070-10-29,2014-02-12,magh,2070
2070-11-01,2014-02-13,falgun,2070
2070-11-02,2014-02-14,falgun,2070
2070-11-03,2014-02-15,falgun,2070
2070-11-04,2014-02-16,falgun,2070
2070-11-05,2014-02-17,falgun,2070
2070-11-06,2014-02-18,falgun,2070
2070-11-07,2014-02-19,falgun,2070
2070-11-08,2014-02-20,falgun,2070
2070-11-09,2014-02-21,falgun,2070
2070-11-10,2014-02-22,falgun,2070
2070-11-11,2014-02-23,falgun,2070
2070-11-12,2014-02-24,falgun,2070
2070-11-13,2014-02-25,falgun,2070
2070-11-14,2014-02-26,falgun,2070
2070-11-15,2014-02-27,falgun,2070
2070-11-16,2014-02-28,falgun,2070
2070-11-17,2014-03-01,falgun,2070
2070-11-18,2014-03-02,falgun,2070
2070-11-19,2014-03-03,falgun,2070
2070-11-20,2014-03-04,falgun,2070
2070-11-21,2014-03-05,falgun,2070
2070-11-22,2014-03-06,falgun,2070
2070-11-23,2014-03-07,falgun,2070
2070-11-24,2014-03-08,falgun,2070
2070-11-25,2014-03-09,falgun,2070
2070-11-26,2014-03-10,falgun,2070
2070-11-27,2014-03-11,falgun,2070
2070-11-28,2014-03-12,falgun,2070
2070-11-29,2014-03-13,falgun,2070
2070-11-30,2014-03-14,falgun,2070
2070-12-01,2014-03-15,chaitra,2070
2070-12-02,2014-03-16,chaitra,2070
2070-12-03,2014-03-17,chaitra,2070
2070-12-04,2014-03-18,chaitra,2070
2070-12-05,2014-03-19,chaitra,2070
2070-12-06,2014-03-20,chaitra,2070
2070-12-07,2014-03-21,chaitra,2070
2070-12-08,2014-03-22,chaitra,2070
2070-12-09,2014-03-23,chaitra,2070
2070-12-10,2014-03-24,chaitra,2070
2070-12-11,2014-03-25,chaitra,2070
2070-12-12,2014-03-26,chaitra,2070
2070-12-13,2014-03-27,chaitra,2070
2070-12-14,2014-03-28,chaitra,2070
2070-12-15,2014-03-29,chaitra,2070
2070-12-16,2014-03-30,chaitra,2070
2070-12-17,2014-03-31,chaitra,2070
2070-12-18,2014-04-01,chaitra,2070
2070-12-19,2014-04-02,chaitra,2070
2070-12-20,2014-04-03,chaitra,2070
2070-12-21,2014-04-04,chaitra,2070
2070-12-22,2014-04-05,chaitra,2070
2070-12-23,2014-04-06,chaitra,2070
2070-12-24,2014-04-07,chaitra,2070
2070-12-25,2014-04-08,chaitra,2070
2070-12-26,2014-04-09,chaitra,2070
2070-12-27,2014-04-10,chaitra,2070
2070-12-28,2014-04-11,chaitra,2070
2070-12-29,2014-04-12,chaitra,2070
2070-12-30,2014-04-13,chaitra,2070
2071-01-01,2014-04-14,baisakh,2071
2071-01-02,2014-04-15,baisakh,2071
2071-01-03,2014-04-16,baisakh,2071
2071-01-04,2014-04-17,baisakh,2071
2071-01-05,2014-04-18,baisakh,2071
2071-01-06,2014-04-19,baisakh,2071
2071-01-07,2014-04-20,baisakh,2071
2071-01-08,2014-04-21,baisakh,2071
2071-01-09,2014-04-22,baisakh,2071
2071-01-10,2014-04-23,baisakh,2071
2071-01-11,2014-04-24,baisakh,2071
2071-01-12,2014-04-25,baisakh,2071
2071-01-13,2014-04-26,baisakh,2071
2071-01-14,2014-04-27,baisakh,2071
2071-01-15,2014-04-28,baisakh,2071
2071-01-16,2014-04-29,baisakh,2071
2071-01-17,2014-04-30,baisakh,2071
2071-01-18,2014-05-01,baisakh,2071
2071-01-19,2014-05-02,baisakh,2071
2071-01-20,2014-05-03,baisakh,2071
2071-01-21,2014-05-04,baisakh,2071
2071-01-22,2014-05-05,baisakh,2071
2071-01-23,2014-05-06,baisakh,2071
2071-01-24,2014-05-07,baisakh,2071
2071-01-25,2014-05-08,baisakh,2071
2071-01-26,2014-05-09,baisakh,2071
2071-01-27,2014-05-10,baisakh,2071
2071-01-28,2014-05-11,baisakh,2071
2071-01-29,2014-05-12,baisakh,2071
2071-01-30,2014-05-13,baisakh,2071
2071-01-31,2014-05-14,baisakh,2071
2071-02-01,2014-05-15,jestha,2071
2071-02-02,2014-05-16,jestha,2071
2071-02-03,2014-05-17,jestha,2071
2071-02-04,2014-05-18,jestha,2071
2071-02-05,2014-05-19,jestha,2071
2071-02-06,2014-05-20,jestha,2071
2071-02-07,2014-05-21,jestha,2071
2071-02-08,2014-05-22,jestha,2071
2071-02-09,2014-05-23,jestha,2071
2071-02-10,2014-05-24,jestha,2071
2071-02-11,2014-05-25,jestha,2071
2071-02-12,2014-05-26,jestha,2071
2071-02-13,2014-05-27,jestha,2071
2071-02-14,2014-05-28,jestha,2071
2071-02-15,2014-05-29,jestha,2071
2071-02-16,2014-05-30,jestha,2071
2071-02-17,2014-05-31,jestha,2071
2071-02-18,2014-06-01,jestha,2071
2071-02-19,2014-06-02,jestha,2071
2071-02-20,2014-06-03,jestha,2071
2071-02-21,2014-06-04,jestha,2071
2071-02-22,2014-06-05,jestha,2071
2071-02-23,2014-06-06,jestha,2071
2071-02-24,2014-06-07,jestha,2071
2071-02-25,2014-06-08,jestha,2071
2071-02-26,2014-06-09,jestha,2071
2071-02-27,2014-06-10,jestha,2071
2071-02-28,2014-06-11,jestha,2071
2071-02-29,2014-06-12,jestha,2071
2071-02-30,2014-06-13,jestha,2071
2071-02-31,2014-06-14,jestha,2071
2071-03-01,2014-06-15,ashar,2071
2071-03-02,2014-06-16,ashar,2071
2071-03-03,2014-06-17,ashar,2071
2071-03-04,2014-06-18,ashar,2071
2071-03-05,2014-06-19,ashar,2071
2071-03-06,2014-06-20,ashar,2071
2071-03-07,2014-06-21,ashar,2071
2071-03-08,2014-06-22,ashar,2071
2071-03-09,2014-06-23,ashar,2071
2071-03-10,2014-06-24,ashar,2071
2071-03-11,2014-06-25,ashar,2071
2071-03-12,2014-06-26,ashar,2071
2071-03-13,2014-06-27,ashar,2071
2071-03-14,2014-06-28,ashar,2071
2071-03-15,2014-06-29,ashar,2071
2071-03-16,2014-06-30,ashar,2071
2071-03-17,2014-07-01,ashar,2071
2071-03-18,2014-07-02,ashar,2071
2071-03-19,2014-07-03,ashar,2071
2071-03-20,2014-07-04,ashar,2071
2071-03-21,2014-07-05,ashar,2071
2071-03-22,2014-07-06,ashar,2071
2071-03-23,2014-07-07,ashar,2071
2071-03-24,2014-07-08,ashar,2071
2071-03-25,2014-07-09,ashar,2071
2071-03-26,2014-07-10,ashar,2071
2071-03-27,2014-07-11,ashar,2071
2071-03-28,2014-07-12,ashar,2071
2071-03-29,2014-07-13,ashar,2071
2071-03-30,2014-07-14,ashar,2071
2071-03-31,2014-07-15,ashar,2071
2071-03-32,2014-07-16,ashar,2071
2071-04-01,2014-07-17,shrawan,2071
2071-04-02,2014-07-18,shrawan,2071
2071-04-03,2014-07-19,shrawan,2071
2071-04-04,2014-07-20,shrawan,2071
2071-04-05,2014-07-21,shrawan,2071
2071-04-06,2014-07-22,shrawan,2071
2071-04-07,2014-07-23,shrawan,2071
2071-04-08,2014-07-24,shrawan,2071
2071-04-09,2014-07-25,shrawan,2071
2071-04-10,2014-07-26,shrawan,2071
2071-04-11,2014-07-27,shrawan,2071
2071-04-12,2014-07-28,shrawan,2071
2071-04-13,2014-07-29,shrawan,2071
2071-04-14,2014-07-30,shrawan,2071
2071-04-15,2014-07-31,shrawan,2071
2071-04-16,2014-08-01,shrawan,2071
2071-04-17,2014-08-02,shrawan,2071
2071-04-18,2014-08-03,shrawan,2071
2071-04-19,2014-08-04,shrawan,2071
2071-04-20,2014-08-05,shrawan,2071
2071-04-21,2014-08-06,shrawan,2071
2071-04-22,2014-08-07,shrawan,2071
2071-04-23,2014-08-08,shrawan,2071
2071-04-24,2014-08-09,shrawan,2071
2071-04-25,2014-08-10,shrawan,2071
2071-04-26,2014-08-11,shrawan,2071
2071-04-27,2014-08-12,shrawan,2071
2071-04-28,2014-08-13,shrawan,2071
2071-04-29,2014-08-14,shrawan,2071
2071-04-30,2014-08-15,shrawan,2071
2071-04-31,2014-08-16,shrawan,2071
2071-05-01,2014-08-17,bhadra,2071
2071-05-02,2014-08-18,bhadra,2071
2071-05-03,2014-08-19,bhadra,2071
2071-05-04,2014-08-20,bhadra,2071
2071-05-05,2014-08-21,bhadra,2071
2071-05-06,2014-08-22,bhadra,2071
2071-05-07,2014-08-23,bhadra,2071
2071-05-08,2014-08-24,bhadra,2071
2071-05-09,2014-08-25,bhadra,2071
2071-05-10,2014-08-26,bhadra,2071
2071-05-11,2014-08-27,bhadra,2071
2071-05-12,2014-08-28,bhadra,2071
2071-05-13,2014-08-29,bhadra,2071
2071-05-14,2014-08-30,bhadra,2071
2071-05-15,2014-08-31,bhadra,2071
2071-05-16,2014-09-01,bhadra,2071
2071-05-17,2014-09-02,bhadra,2071
2071-05-18,2014-09-03,bhadra,2071
2071-05-19,2014-09-04,bhadra,2071
2071-05-20,2014-09-05,bhadra,2071
2071-05-21,2014-09-06,bhadra,2071
2071-05-22,2014-09-07,bhadra,2071
2071-05-23,2014-09-08,bhadra,2071
2071-05-24,2014-09-09,bhadra,2071
2071-05-25,2014-09-10,bhadra,2071
2071-05-26,2014-09-11,bhadra,2071
2071-05-27,2014-09-12,bhadra,2071
2071-05-28,2014-09-13,bhadra,2071
2071-05-29,2014-09-14,bhadra,2071
2071-05-30,2014-09-15,bhadra,2071
2071-05-31,2014-09-16,bhadra,2071
2071-06-01,2014-09-17,ashoj,2071
2071-06-02,2014-09-18,ashoj,2071
2071-06-03,2014-09-19,ashoj,2071
2071-06-04,2014-09-20,ashoj,2071
2071-06-05,2014-09-21,ashoj,2071
2071-06-06,2014-09-22,ashoj,2071
2071-06-07,2014-09-23,ashoj,2071
2071-06-08,2014-09-24,ashoj,2071
2071-06-09,2014-09-25,ashoj,2071
2071-06-10,2014-09-26,ashoj,2071
2071-06-11,2014-09-27,ashoj,2071
2071-06-12,2014-09-28,ashoj,2071
2071-06-13,2014-09-29,ashoj,2071
2071-06-14,2014-09-30,ashoj,2071
2071-06-15,2014-10-01,ashoj,2071
2071-06-16,2014-10-02,ashoj,2071
2071-06-17,2014-10-03,ashoj,2071
2071-06-18,2014-10-04,ashoj,2071
2071-06-19,2014-10-05,ashoj,2071
2071-06-20,2014-10-06,ashoj,2071
2071-06-21,2014-10-07,ashoj,2071
2071-06-22,2014-10-08,ashoj,2071
2071-06-23,2014-10-09,ashoj,2071
2071-06-24,2014-10-10,ashoj,2071
2071-06-25,2014-10-11,ashoj,2071
2071-06-26,2014-10-12,ashoj,2071
2071-06-27,2014-10-13,ashoj,2071
2071-06-28,2014-10-14,ashoj,2071
2071-06-29,2014-10-15,ashoj,2071
2071-06-30,2014-10-16,ashoj,2071
2071-06-31,2014-10-17,ashoj,2071
2071-07-01,2014-10-18,kartik,2071
2071-07-02,2014-10-19,kartik,2071
2071-07-03,2014-10-20,kartik,2071
2071-07-04,2014-10-21,kartik,2071
2071-07-05,2014-10-22,kartik,2071
2071-07-06,2014-10-23,kartik,2071
2071-07-07,2014-10-24,kartik,2071
2071-07-08,2014-10-25,kartik,2071
2071-07-09,2014-10-26,kartik,2071
2071-07-10,2014-10-27,kartik,2071
2071-07-11,2014-10-28,kartik,2071
2071-07-12,2014-10-29,kartik,2071
2071-07-13,2014-10-30,kartik,2071
2071-07-14,2014-10-31,kartik,2071
2071-07-15,2014-11-01,kartik,2071
2071-07-16,2014-11-02,kartik,2071
2071-07-17,2014-11-03,kartik,2071
2071-07-18,2014-11-04,kartik,2071
2071-07-19,2014-11-05,kartik,2071
2071-07-20,2014-11-06,kartik,2071
2071-07-21,2014-11-07,kartik,2071
2071-07-22,2014-11-08,kartik,2071
2071-07-23,2014-11-09,kartik,2071
2071-07-24,2014-11-10,kartik,2071
2071-07-25,2014-11-11,kartik,2071
2071-07-26,2014-11-12,kartik,2071
2071-07-27,2014-11-13,kartik,2071
2071-07-28,2014-11-14,kartik,2071
2071-07-29,2014-11-15,kartik,2071
2071-07-30,2014-11-16,kartik,2071
